item,review,date,rating,review_word,item_url,year
The Sword in the Stone (Disney Gold Classic Collection) [DVD],Classic Disney,"December 19, 2018",5,"Back when Disney knew how to make great movies. This is a classic Disney adventure with great characters, story, comedy, and visuals. My favorite Disney movie of all time. Who doesn't love the infamous wizards' duel between Merlin and Madam Mim?",https://www.amazon.com/Sword-Stone-Disney-Classic-Collection/dp/B00004R9A0/ref=sr_1_1?crid=2PK0V64PVBYRU&dib=eyJ2IjoiMSJ9.IG5IsgCd_tJLcDfYAGsKRQ.ISfANwIrfxDC0AJirSWM76wsRzBHPDYrD0UzxKsIfPs&dib_tag=se&keywords=B00004R9A0&qid=1716395894&sprefix=b00004r9a0%2Caps%2C361&sr=8-1,2018
Blonde On Blonde,Five Stars,"April 18, 2018",5,top ten must have in your collection,https://www.amazon.com/Blonde-Bob-Dylan/dp/B0000024OG/ref=sr_1_1?crid=ODGWSXF2R1V3&dib=eyJ2IjoiMSJ9.YobfO0vpmjirUvZrJzv7Jw.4DeK6kFpYa-PEr83c36BJ0trrWwgfVFTvMDNdmTUFqI&dib_tag=se&keywords=B0000024OG&qid=1716298427&sprefix=b0000024og%2Caps%2C345&sr=8-1,2018
Sky Is Crying,whatever he does is great!,"April 8, 2018",5,"Stevie Ray, whatever he does is great!",https://www.amazon.com/Crying-Stevie-Vaughan-Double-Trouble/dp/B0000027KO/ref=sr_1_1?crid=3FXO3XAETZQ1T&dib=eyJ2IjoiMSJ9.2fyOwUvpUnv13bKuqApHFg.yVd0Z34eNwLlnxGF_ere0tmYyVK0VZyI5HqmpB3ezrk&dib_tag=se&keywords=B0000027KO&qid=1716315352&sprefix=b0000027ko%2Caps%2C230&sr=8-1,2018
The Very Best of Acoustic Alchemy,Very Enjoyable Music,"July 19, 2018",5,Very Enjoyable Music,https://www.amazon.com/Very-Best-Acoustic-Alchemy/dp/B00006F1IJ/ref=sr_1_1?crid=1OD4SVI2T59IV&dib=eyJ2IjoiMSJ9.ICSo6VOJJ-CVE84EVp7QzA.BgSkEPIipbwbnU4uoFfE3rVHj7saZxWI1Rw_LeKtHdU&dib_tag=se&keywords=B00006F1IJ&qid=1716279857&sprefix=b00006f1ij%2Caps%2C352&sr=8-1,2018
Kid A,Long wait was worth it,"November 23, 2018",4,"Don't like how it was locked behind a wall of Prime for so long, but nice to finally have it",https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2018
Blood On The Tracks,Bob Dylan's masterpiece with excellent sound quality,"April 3, 2018",5,"Bob Dylan's masterpiece with excellent sound quality. Must have for every Bob Dylan fans. Great experince to hear Dylan's voice such natural, sound stage is good.",https://www.amazon.com/Blood-Tracks-Bob-Dylan/dp/B00000253N/ref=sr_1_1?crid=33FJHT3XA8AYD&dib=eyJ2IjoiMSJ9.NelGiRKRLpvIB5Lby9ynQg.Q2-ZSy76pup5Yxaa4nUhB7xPc7GV3hwB_g-eOyiz9v4&dib_tag=se&keywords=B00000253N&qid=1716301570&sprefix=b00000253n%2Caps%2C357&sr=8-1,2018
Blood On The Tracks,Five Stars,"May 24, 2018",5,Great order and this was a much needed addition to my Bob Dylan collection! Thanks for the fast service!!,https://www.amazon.com/Blood-Tracks-Bob-Dylan/dp/B00000253N/ref=sr_1_1?crid=33FJHT3XA8AYD&dib=eyJ2IjoiMSJ9.NelGiRKRLpvIB5Lby9ynQg.Q2-ZSy76pup5Yxaa4nUhB7xPc7GV3hwB_g-eOyiz9v4&dib_tag=se&keywords=B00000253N&qid=1716301570&sprefix=b00000253n%2Caps%2C357&sr=8-1,2018
Toto IV,Great music.,"July 14, 2018",5,I have the album from years ago and wanted this CD to add to my collection. Great music.,https://www.amazon.com/Toto-IV/dp/B0000025P9/ref=sr_1_1?crid=2YCB54U5XGT8O&dib=eyJ2IjoiMSJ9.Mvsj5zCw_pAAuQf1kWcrSA.5rsvgNuHa2wMu7rc-yLV67oSTTpGKtGs0aLL_CHBiYo&dib_tag=se&keywords=B0000025P9&qid=1716308318&sprefix=b0000025p9%2Caps%2C363&sr=8-1,2018
Guilty,Excellent CD,"December 8, 2018",4,Highly recommend this CD especially if you love both Barb and the Gibbs.,https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2018
The Hunchback of Notre Dame (Disney),another great Disney classic,"August 12, 2018",5,one of the most underrated Disney movies out there the soundtrack is amazing,https://www.amazon.com/Hunchback-Notre-Dame-Disney/dp/B00004R9A8/ref=sr_1_1?crid=72D71EHFCJRB&dib=eyJ2IjoiMSJ9.PTYjnClQXYGuTf6tX3hb-w.swsAKpRWH5YeUiZtdUOXAmyG0-4J9vzsOvlbnD9kcZw&dib_tag=se&keywords=B00004R9A8&qid=1716396631&sprefix=b00004r9a8%2Caps%2C361&sr=8-1,2018
Tale of the Mummy,"“It’s not about treasure, it’s about history!”","January 21, 2018",3,"In a dig site of a no-name tomb, something is unleashed and three people go to pieces. The tomb is sealed again and decades later it is reopened by a team wearing hazmat suits. A hanging coffin is discovered along with a fancy necklace. The coffin is brought to London for all to see, except for the poor man who is killed for his eyes. After that, bodies begin to pile up at an alarming rate. Time is short. The evil mummy Talos must collect all of his body parts before the planets align. He accomplishes this goal as litter, a trail of rags, dirty old wrapping.

This movie is noted for wasting the considerable talents of Christopher Lee and Honor Blackman in fragmented scenes lasting but a few seconds each. Shelley Duvall shows up late to the massacre while Gerard Butler slips out early, probably glad to be out of it. The only one who appears to be having any fun is Sean Pertwee. Otherwise, it offers nothing new to the mummy genre. It is passable entertainment at best.",https://www.amazon.com/Tale-Mummy/dp/B00000JGK4/ref=sr_1_1?crid=3U2JXAS4IUIV9&dib=eyJ2IjoiMSJ9.bqOeXbXGXuFE6GBmkJb-nA.fBaUfK0S-nI8NgL0EnlEaH7coGVX0htpalZuzf1qpJU&dib_tag=se&keywords=B00000JGK4&qid=1716374033&sprefix=b00000jgk4%2Caps%2C198&sr=8-1,2018
Antichrist Superstar,Five Stars,"August 2, 2018",5,Best Manson album ever!!! Took a little long to arrive but otherwise all good.,https://www.amazon.com/Antichrist-Superstar-Marilyn-Manson/dp/B000001Y2U/ref=sr_1_1?crid=1NR6NX5Z7ZUCY&dib=eyJ2IjoiMSJ9.qL2UIBu8WzeeTOxp22ihYA.GglBOjR-g1nUeh0PAyhbq_gqQKDFr4W2YHeZRY411xo&dib_tag=se&keywords=B000001Y2U&qid=1716294963&sprefix=b000001y2u%2Caps%2C186&sr=8-1,2018
Lost and Found,Great sound,"March 5, 2018",5,"We love the sound! We have recently gotten into records, of all shapes and sizes, and some of our own music growing up is nice to have. The sound quality is great and works well with our player. No damage during travel and came plastic wrapped.",https://www.amazon.com/Lost-Found-Will-Smith/dp/B0007QS4IC/ref=sr_1_1?crid=2BO12S3OF28QW&dib=eyJ2IjoiMSJ9.do3rb0etIfBILS7BL7FCJA.TnkoqiW4chezwNo4EwNTujwckP0K1H3G7Fn6KDuhVdA&dib_tag=se&keywords=B0007QS4IC&qid=1716283776&sprefix=b0007qs4ic%2Caps%2C185&sr=8-1,2018
Live Alive,Why did i not already have this?,"July 20, 2018",5,Some great tracks...,https://www.amazon.com/Alive-Stevie-Vaughan-Double-Trouble/dp/B00000268O/ref=sr_1_1?crid=1XHAFFY8ZUXLA&dib=eyJ2IjoiMSJ9.MyqkFG-svd5hK0daHKFhcQ.fh-RxEMwIFajAkC2vkJJNCzfxNMZ4Bo9KeEV3nC-IRM&dib_tag=se&keywords=B00000268O&qid=1716313084&sprefix=b00000268o%2Caps%2C336&sr=8-1,2018
The Singable Songs Collection,It’s Great,"July 6, 2018",5,I love this CD. I used to play it on cassette for my daughters now I get to play it for my grandchild,https://www.amazon.com/Singable-Songs-Collection-Raffi/dp/B0000003IO/ref=sr_1_1?crid=298ZXWZ311XF9&dib=eyJ2IjoiMSJ9.1hBSeKyGYeayCLGSRpmXTw.m1Afw24OU3wXwspQ4d7gkCJo3_tZEL8feNNQo0rpW30&dib_tag=se&keywords=B0000003IO&qid=1716285979&sprefix=b0000003io%2Caps%2C215&sr=8-1,2018
Oops!... I Did It Again,Yay,"October 21, 2018",5,This is my favorite album by britney,https://www.amazon.com/Oops-Did-Again-Britney-Spears/dp/B00004SCX6/ref=sr_1_1?crid=10TBQ1GO36VOG&dib=eyJ2IjoiMSJ9.vGUOfWSSqyfoD6i8rUxrvQ.dvpeNpX46bvlykkO8wQ66PY65ccI2ljKCIQUo6-6oww&dib_tag=se&keywords=B00004SCX6&qid=1716240533&sprefix=b00004scx6%2Caps%2C364&sr=8-1,2018
Hercules (Walt Disney Gold Classic Collection),so many childhood memories and great blu ray quality,"February 13, 2018",4,"Instant classic, so many childhood memories and great blu ray quality.
This would've been a 5 star review but it didn't come with the slipcover even though it says it comes with it, so yeah, a huge bummer:c",https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2018
The Very Best of Acoustic Alchemy,Worth a listen,"October 31, 2018",5,"I heard Acoustic Alchemy on satellite radio. Figuring that “The Best Of....” was a good place to start, I was not disappointed. There are up tempo as well as easy listening tracks. If you have heard Acoustic Alchemy and want more exposure to their type of music, I would highly recommend this album.",https://www.amazon.com/Very-Best-Acoustic-Alchemy/dp/B00006F1IJ/ref=sr_1_1?crid=1OD4SVI2T59IV&dib=eyJ2IjoiMSJ9.ICSo6VOJJ-CVE84EVp7QzA.BgSkEPIipbwbnU4uoFfE3rVHj7saZxWI1Rw_LeKtHdU&dib_tag=se&keywords=B00006F1IJ&qid=1716279857&sprefix=b00006f1ij%2Caps%2C352&sr=8-1,2018
The Castle of Cagliostro (Lupin the III),I've been looking forever !,"December 20, 2018",5,My dad bought us this dvd when he went on a trip to Japan when we were younger. Looked everywhere for it and low and behold they have it on amazon ! so happy. watched it with my kids and they really enjoyed it ! such a classic,https://www.amazon.com/Castle-Cagliostro-Lupin-III/dp/B00000JL3V/ref=sr_1_1?crid=1K33VXYQW89QX&dib=eyJ2IjoiMSJ9.LVtRZnChy96m8lBaasZAKw.C-D8X1sl6SzGHlsXsv0uBGynLpUi1c_zuW6PkGitGxc&dib_tag=se&keywords=B00000JL3V&qid=1716378696&sprefix=b00000jl3v%2Caps%2C461&sr=8-1,2018
What a Diff'rence a Day Makes!,Five Stars,"January 26, 2018",5,Excellent recording,https://www.amazon.com/What-Diffrence-Makes-Dinah-Washington/dp/B00004RD63/ref=sr_1_1?crid=18XHNVHF7XWG0&dib=eyJ2IjoiMSJ9.XCO8_iwnpi3pFvbHfYcQgA.OIaxWI1p5cBGTzHEvlFjunHBTGDvof7c3llE3UQwJHo&dib_tag=se&keywords=B00004RD63&qid=1716401360&sprefix=b00004rd63%2Caps%2C195&sr=8-1,2018
Boz Scaggs-Hits,Amazing Music,"November 27, 2018",5,"This is an amazing cd. If you like Boz Scaggs, you will LOVE this disc!!!! I forgot how much I enjoy Boz’s music.....",https://www.amazon.com/Boz-Scaggs-Hits-Scaggs/dp/B0000025KC/ref=sr_1_1?crid=2LUL0QKMRCYQY&dib=eyJ2IjoiMSJ9.QurYRXTopnqvegUGRrR45w.UrX4TlCBCqvRRnwDjG5VZgOgDZzeR6roU5Ua90oiKg4&dib_tag=se&keywords=B0000025KC&qid=1716308014&sprefix=b0000025kc%2Caps%2C373&sr=8-1,2018
Change Your World,The original CCM Star,"September 9, 2018",5,What a talent. Songs are of their time but yet still relevant today .,https://www.amazon.com/Change-Your-World-Michael-Smith/dp/B0000004QU/ref=sr_1_1?crid=2ML4JXQF0YPDS&dib=eyJ2IjoiMSJ9.y0Mj1aWrOCuiutW7xMVr_A.U5z6vNB_K5HJkY97_RvYrZrBr-7SfLayBJJc8REgMO4&dib_tag=se&keywords=B0000004QU&qid=1716287599&sprefix=b0000004qu%2Caps%2C343&sr=8-1,2018
Live Alive,Stevie can do no wrong!,"July 20, 2018",5,Sounds great and you can’t go wrong with Stevie!,https://www.amazon.com/Alive-Stevie-Vaughan-Double-Trouble/dp/B00000268O/ref=sr_1_1?crid=1XHAFFY8ZUXLA&dib=eyJ2IjoiMSJ9.MyqkFG-svd5hK0daHKFhcQ.fh-RxEMwIFajAkC2vkJJNCzfxNMZ4Bo9KeEV3nC-IRM&dib_tag=se&keywords=B00000268O&qid=1716313084&sprefix=b00000268o%2Caps%2C336&sr=8-1,2018
Sky Is Crying,Love Stevie Ray Vaughn's music,"May 1, 2018",5,Bought this as a gift for a Stevie Ray Vaughn fan. He was thrilled with this.,https://www.amazon.com/Crying-Stevie-Vaughan-Double-Trouble/dp/B0000027KO/ref=sr_1_1?crid=3FXO3XAETZQ1T&dib=eyJ2IjoiMSJ9.2fyOwUvpUnv13bKuqApHFg.yVd0Z34eNwLlnxGF_ere0tmYyVK0VZyI5HqmpB3ezrk&dib_tag=se&keywords=B0000027KO&qid=1716315352&sprefix=b0000027ko%2Caps%2C230&sr=8-1,2018
Streisand Superman,Barbara Streisand hits a perfect note!,"October 10, 2018",5,Her voice is superb and the songs are still so relevant! I am so happy I found this!!,https://www.amazon.com/Streisand-Superman-Barbra/dp/B0000025AK/ref=sr_1_1?crid=372UAJSOA8GR7&dib=eyJ2IjoiMSJ9.TpLahWTLhKxMKdjTX5mJCw.0rk9mmYuis63rLn3iWdLTNEU2pf42jiBO92vxpk63hY&dib_tag=se&keywords=B0000025AK&qid=1716304515&sprefix=b0000025ak%2Caps%2C318&sr=8-1,2018
Guilty,Perfect,"December 14, 2018",5,Still one of my best CD's,https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2018
Alice in Wonderland (Disney Gold Classic Collection),"Didn’t come with the sleek and shiny sleeve but for the price , I’d totally forgive it !","February 15, 2018",4,"So I bought this movie since i’ve never actually seen it and to my dismay , I was somewhat disappointed by it . It just wasn’t a movie that I was meant to enjoy I guess . Im sure if you enjoy this movie , then you’ll love this Blu Ray edition ! The animation is so crisp and the sound quality is sublime . Disney really knows how to restore their classics . Sadly it didn’t come with the shiny sleek sleeve that it sometimes comes with in stores .",https://www.amazon.com/Alice-Wonderland-Disney-Classic-Collection/dp/B00004R99L/ref=sr_1_1?crid=THXS0JTIZ264&dib=eyJ2IjoiMSJ9.5nJxQaLOU6MKzQQcUG_OFA.lfx8gkFCJt7Y5HY3rr0Wsq2mZluEu_CjeLnwVkJqQWs&dib_tag=se&keywords=B00004R99L&qid=1716405895&sprefix=b00004r99l%2Caps%2C362&sr=8-1,2018
Defenders of the Faith,Very Nice Vinyl Record 30th Anniversary Legacy Edition,"September 3, 2018",4,"For my taste, this is the best Judas Priest record. Last time I owned this album was on a cassette tape! I don't have another vinyl copy or CD to compare this reissue against, but what I got was a heavy and flat record, minimum surface noise, stereo channels are well balanced, minimum surface noise. There is just a bit of distortion, raspiness, evident on Heavy Duty when crowd cheer comes in. For the money though, especially if you need a brand new copy, this is a great buy. You also get a digital download from Amazon that includes the album as well as their live performance from 1984 in Long Beach, some bonus live 20 tracks. So not a bad deal at all.",https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2018
Streisand Superman,I received it fast at a good price,"August 5, 2018",5,One of Barbra Streisands best,https://www.amazon.com/Streisand-Superman-Barbra/dp/B0000025AK/ref=sr_1_1?crid=372UAJSOA8GR7&dib=eyJ2IjoiMSJ9.TpLahWTLhKxMKdjTX5mJCw.0rk9mmYuis63rLn3iWdLTNEU2pf42jiBO92vxpk63hY&dib_tag=se&keywords=B0000025AK&qid=1716304515&sprefix=b0000025ak%2Caps%2C318&sr=8-1,2018
Streisand Superman,Five Stars,"January 25, 2018",5,Super!,https://www.amazon.com/Streisand-Superman-Barbra/dp/B0000025AK/ref=sr_1_1?crid=372UAJSOA8GR7&dib=eyJ2IjoiMSJ9.TpLahWTLhKxMKdjTX5mJCw.0rk9mmYuis63rLn3iWdLTNEU2pf42jiBO92vxpk63hY&dib_tag=se&keywords=B0000025AK&qid=1716304515&sprefix=b0000025ak%2Caps%2C318&sr=8-1,2018
Kid A,Five Stars,"January 28, 2018",5,Now i know how to disappear completely,https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2018
Leftoverture,Awe Inspiring,"January 25, 2018",5,"One of the best albums ever, EVER. Yes, buy a copy right now. I have loved Kansas since I was a kid in high school, saw them in concert twice, one of the best shows ever.",https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2018
Fallen,Terrific for tapping into the darker side of life.,"February 13, 2018",5,"Awesome album, great music. When I am in a dark mood, just ""shaking it off"" never works for me - I have to feed it and let it run it's course. This music is hauntingly beautiful and helps process those dark feelings, and come out the other side feeling like you've had a good cry. Not therapy, but can be theraputic.",https://www.amazon.com/Fallen-Evanescence/dp/B000089RVX/ref=sr_1_1?crid=290CGQ2NHPHC7&dib=eyJ2IjoiMSJ9.eobad5SwL5i-d--AGwghbQ.ykBTVlm_foUM92hVwy0EiGqNgj1fNLbaz8EyP5LP3lg&dib_tag=se&keywords=B000089RVX&qid=1716280554&sprefix=b000089rvx%2Caps%2C342&sr=8-1,2018
Leftoverture,No Library Is Complete Without It,"August 29, 2018",5,Some of the best rock music you will ever hear.,https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2018
Turbo,Not Halfords Best,"December 17, 2018",3,"This review is about the product, not the delivery. It was delivered fast as promised! The album itself has one good track (Turbo Lover) and the rest is just phoning it in for Halford and crew. The words 'cheesy' and 'corny' came to mind while listening, despite some good solo work from the leads the lyrics and general 80s hard rock left me eager to get through it so I could put in a different CD. My least favorite Priest album.",https://www.amazon.com/Turbo-Judas-Priest/dp/B000002657/ref=sr_1_1?crid=3BGIFCD4QMAC9&dib=eyJ2IjoiMSJ9.4Lt9lOZW6aLzDYaucPf8Jg.ydzZskQEsB62kEq0d3GVh20YhkOdAutQf0Y7_zLvKfU&dib_tag=se&keywords=B000002657&qid=1716312347&sprefix=b000002657%2Caps%2C399&sr=8-1,2018
A Goofy Movie (Walt Disney Gold Classic Collection) [VHS],GOOFY,"June 26, 2018",5,A classic Disney movie! I had to get this on DVD since I couldn't find it anywhere at Walmart and I got tired of looking for websites that had it. Why not buy my own copy to watch and share with my kids in the future? Love this movie!,https://www.amazon.com/Goofy-Movie-Disney-Classic-Collection/dp/B00004R99E/ref=sr_1_1?crid=1O3AZ73HIX2N7&dib=eyJ2IjoiMSJ9.rFFKhFdIg3yQkNA1Z96tSg.XXyyJwmBWlm42HFvoqzQz6wSk5LhJqsZRmz54Ztdl9g&dib_tag=se&keywords=B00004R99E&qid=1716404405&sprefix=b00004r99e%2Caps%2C527&sr=8-1,2018
Molly Hatchet,That Gators Calling Your Name!,"August 10, 2018",5,"I was born in Gator country with swamp water in my blood and Molly Hatchet in my heart. This is one of the best Southern Rock bands and this is their best album in my opinion. The musicianship is fantastic and Danny Joe Brown's vocals are powerful. Their name is based on a legend of a serial killer prostitute named Molly Hatchet who killed the men she slept with by chopping off their heads.
If you are a fan of Southern Rock this is a must own album.",https://www.amazon.com/Molly-Hatchet/dp/B0000025D5/ref=sr_1_1?crid=QIR91MTZ4FBM&dib=eyJ2IjoiMSJ9.twZABq77J7RZtNvTerV7Rg.Dbf8EOJenS0zRwUtlVSnLrT2P7rOxhNbJEyT95DH07o&dib_tag=se&keywords=B0000025D5&qid=1716305551&sprefix=b0000025d5%2Caps%2C342&sr=8-1,2018
Leftoverture,Gatefold album,"March 31, 2018",5,Fantastic album. Gatefold is simply superb. Great quality and vinyl is awesome,https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2018
The Very Best of Acoustic Alchemy,... CD because of a few songs that I really liked and hoping that some of the rest would be ...,"January 26, 2018",4,"I bought this CD because of a few songs that I really liked and hoping that some of the rest would be good . For the most part this was true, there was only one that I did not care for.",https://www.amazon.com/Very-Best-Acoustic-Alchemy/dp/B00006F1IJ/ref=sr_1_1?crid=1OD4SVI2T59IV&dib=eyJ2IjoiMSJ9.ICSo6VOJJ-CVE84EVp7QzA.BgSkEPIipbwbnU4uoFfE3rVHj7saZxWI1Rw_LeKtHdU&dib_tag=se&keywords=B00006F1IJ&qid=1716279857&sprefix=b00006f1ij%2Caps%2C352&sr=8-1,2018
Bob Dylan's Greatest Hits,back to the 60's!,"February 21, 2018",5,What could be bad about Dylan? Nothing. He's great.,https://www.amazon.com/Bob-Dylans-Greatest-Hits-Dylan/dp/B00000J7SM/ref=sr_1_1?crid=3DGJSOKU7IZSU&dib=eyJ2IjoiMSJ9.1sqf0F1F_4oVBcQfLlS4Yw.m3YrRSja5d1egNnLWTf7pbV67g-30Rk0CM3GMgJFmY4&dib_tag=se&keywords=B00000J7SM&qid=1716331326&sprefix=b00000j7sm%2Caps%2C359&sr=8-1,2018
Defenders of the Faith,Amazing as always,"August 7, 2018",5,This is a great compilation of Judas Priest and I really loved it. I am always a big fan of them but this album is worth for any die hard fan of Priest and the price is reasonable too.,https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2018
Mirror Conspiracy,"Super chill, interesting enough to play repeatedly.","July 26, 2018",5,"Super chill, interesting enough to play repeatedly. These guys don't seem to feel the need to blow it out on every tune. Thievery Corporation has become one of my new favorites.",https://www.amazon.com/Mirror-Conspiracy-Thievery-Corporation/dp/B00004WFIZ/ref=sr_1_1?crid=OMNEY80A5WV7&dib=eyJ2IjoiMSJ9._NLzQkoiPlA4EjUWCcKBgA.mJxoYJ5UkAsIgUy_d9ZcJdUNrM29CvLr26uZwv3ChA4&dib_tag=se&keywords=B00004WFIZ&qid=1716242591&sprefix=b00004wfiz%2Caps%2C237&sr=8-1,2018
My Name Is Joe,Five Stars,"January 29, 2018",5,Everything I expected,https://www.amazon.com/My-Name-Joe/dp/B00004SBUI/ref=sr_1_1?crid=2MES7235C1ZW1&dib=eyJ2IjoiMSJ9.Kon7-kdpTKzOpa3gG9ytkw.r1Nab5UkSD1xM3HQC5AUWRnWkuVZE9l3WJenmQ1dh5I&dib_tag=se&keywords=B00004SBUI&qid=1716239796&sprefix=b00004sbui%2Caps%2C207&sr=8-1,2018
Kid A,Five Stars,"January 11, 2018",5,My favorite Radiohead album,https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2018
